"No.","Time","Source","Destination","Protocol","Length","Info"
"1133","3.456777","172.217.166.174","192.168.0.7","SSL","1414","Continuation Data"
"1134","3.456826","192.168.0.7","172.217.166.174","TCP","66","[TCP Dup ACK 1125#4] 1634  >  443 [ACK] Seq=1 Ack=58481 Win=260 Len=0 SLE=59841 SRE=65281"
"1135","3.513251","172.217.166.174","192.168.0.7","TCP","1414","[TCP Retransmission] 443  >  1634 [ACK] Seq=58481 Ack=1 Win=246 Len=1360"
"1136","3.552873","192.168.0.7","172.217.166.174","TCP","54","1634  >  443 [ACK] Seq=1 Ack=65281 Win=260 Len=0"
"1137","3.607109","172.217.166.174","192.168.0.7","SSL","1414","[TCP Previous segment not captured] , Continuation Data"
"1138","3.607162","192.168.0.7","172.217.166.174","TCP","66","[TCP Dup ACK 1136#1] 1634  >  443 [ACK] Seq=1 Ack=65281 Win=260 Len=0 SLE=68001 SRE=69361"
"1139","3.885703","172.217.166.174","192.168.0.7","SSL","1414","[TCP Previous segment not captured] , Continuation Data"
"1140","3.885703","172.217.166.174","192.168.0.7","TCP","1414","[TCP Out-Of-Order] 443  >  1634 [ACK] Seq=65281 Ack=1 Win=246 Len=1360"
"1141","3.885761","192.168.0.7","172.217.166.174","TCP","74","[TCP Dup ACK 1136#2] 1634  >  443 [ACK] Seq=1 Ack=65281 Win=260 Len=0 SLE=70721 SRE=72081 SLE=68001 SRE=69361"
"1142","3.925540","192.168.0.7","172.217.166.174","TCP","74","1634  >  443 [ACK] Seq=1 Ack=66641 Win=260 Len=0 SLE=70721 SRE=72081 SLE=68001 SRE=69361"
