"No.","Time","Source","Destination","Protocol","Length","Info"
"1143","3.963248","172.217.166.174","192.168.0.7","TCP","1414","[TCP Retransmission] 443  >  1634 [ACK] Seq=69361 Ack=1 Win=246 Len=1360"
"1144","3.963316","192.168.0.7","172.217.166.174","TCP","66","[TCP Dup ACK 1142#1] 1634  >  443 [ACK] Seq=1 Ack=66641 Win=260 Len=0 SLE=68001 SRE=72081"
"1145","4.003108","172.217.166.174","192.168.0.7","SSL","1414","Continuation Data"
"1146","4.003155","192.168.0.7","172.217.166.174","TCP","66","[TCP Dup ACK 1142#2] 1634  >  443 [ACK] Seq=1 Ack=66641 Win=260 Len=0 SLE=68001 SRE=73441"
"1147","4.057805","172.217.166.174","192.168.0.7","SSL","1414","Continuation Data"
"1148","4.057854","192.168.0.7","172.217.166.174","TCP","66","[TCP Dup ACK 1142#3] 1634  >  443 [ACK] Seq=1 Ack=66641 Win=260 Len=0 SLE=68001 SRE=74801"
"1149","4.129139","172.217.166.174","192.168.0.7","TCP","1414","[TCP Retransmission] 443  >  1634 [ACK] Seq=66641 Ack=1 Win=246 Len=1360"
"1150","4.133393","172.217.166.174","192.168.0.7","SSL","1414","Continuation Data"
"1151","4.133477","192.168.0.7","172.217.166.174","TCP","54","1634  >  443 [ACK] Seq=1 Ack=76161 Win=260 Len=0"
"1152","4.171719","172.217.166.174","192.168.0.7","SSL","1414","Continuation Data"
"1153","4.211899","192.168.0.2","224.0.0.251","MDNS","103","Standard query 0x0001 PTR _233637DE._sub._googlecast._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question"
"1154","4.212580","192.168.0.7","172.217.166.174","TCP","54","1634  >  443 [ACK] Seq=1 Ack=77521 Win=260 Len=0"
"1155","4.212845","192.168.0.2","224.0.0.251","MDNS","103","Standard query 0x0001 PTR _233637DE._sub._googlecast._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question"
"1156","4.413752","192.168.0.7","192.168.1.7","TCP","66","1690  >  7680 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1157","4.457223","192.168.0.7","192.168.1.7","TCP","66","1691  >  7680 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1158","5.086048","192.168.0.7","192.168.43.219","TCP","66","[TCP Retransmission] 1689  >  19960 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1159","5.104421","172.217.166.174","192.168.0.7","SSL","1414","[TCP Previous segment not captured] , Continuation Data"
"1160","5.104422","172.217.166.174","192.168.0.7","SSL","1414","Continuation Data"
"1161","5.104422","192.168.0.2","224.0.0.251","MDNS","103","Standard query 0x0002 PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"1162","5.104548","192.168.0.7","172.217.166.174","TCP","66","[TCP Dup ACK 1154#1] 1634  >  443 [ACK] Seq=1 Ack=77521 Win=260 Len=0 SLE=84321 SRE=87041"
"1163","5.117029","172.217.166.174","192.168.0.7","TCP","1414","[TCP Retransmission] 443  >  1634 [ACK] Seq=77521 Ack=1 Win=246 Len=1360"
"1164","5.157814","192.168.0.7","172.217.166.174","TCP","66","1634  >  443 [ACK] Seq=1 Ack=78881 Win=260 Len=0 SLE=84321 SRE=87041"
"1165","5.160803","172.217.166.174","192.168.0.7","TCP","1414","[TCP Retransmission] 443  >  1634 [ACK] Seq=78881 Ack=1 Win=246 Len=1360"
"1166","5.187185","172.217.166.174","192.168.0.7","TCP","1414","[TCP Retransmission] 443  >  1634 [ACK] Seq=80241 Ack=1 Win=246 Len=1360"
"1167","5.187263","192.168.0.7","172.217.166.174","TCP","66","1634  >  443 [ACK] Seq=1 Ack=81601 Win=260 Len=0 SLE=84321 SRE=87041"
"1168","5.199466","192.168.0.7","172.217.160.174","UDP","708","55106  >  443 Len=666"
"1169","5.251221","172.217.160.174","192.168.0.7","UDP","62","443  >  55106 Len=20"
"1170","5.271002","172.217.166.174","192.168.0.7","TCP","1414","[TCP Retransmission] 443  >  1634 [ACK] Seq=82961 Ack=1 Win=246 Len=1360"
"1171","5.271063","192.168.0.7","172.217.166.174","TCP","66","[TCP Dup ACK 1167#1] 1634  >  443 [ACK] Seq=1 Ack=81601 Win=260 Len=0 SLE=82961 SRE=87041"
"1172","5.281338","IntelCor_0c:b0:70","Broadcast","ARP","42","Who has 192.168.0.8? Tell 192.168.0.6"
"1173","5.297609","172.217.160.174","192.168.0.7","UDP","58","443  >  55106 Len=16"
"1174","5.297803","192.168.0.7","172.217.160.174","UDP","106","55106  >  443 Len=64"
"1175","5.310200","172.217.166.174","192.168.0.7","SSL","1414","Continuation Data"
"1176","5.310249","192.168.0.7","172.217.166.174","TCP","66","[TCP Dup ACK 1167#2] 1634  >  443 [ACK] Seq=1 Ack=81601 Win=260 Len=0 SLE=82961 SRE=88401"
"1177","5.344878","172.217.166.174","192.168.0.7","SSL","1414","Continuation Data"
"1178","5.344935","192.168.0.7","172.217.166.174","TCP","66","[TCP Dup ACK 1167#3] 1634  >  443 [ACK] Seq=1 Ack=81601 Win=260 Len=0 SLE=82961 SRE=89761"
"1179","5.413626","172.217.166.174","192.168.0.7","TCP","1414","[TCP Retransmission] 443  >  1634 [ACK] Seq=81601 Ack=1 Win=246 Len=1360"
"1180","5.415037","172.217.166.174","192.168.0.7","SSL","1414","Continuation Data"
"1181","5.415086","192.168.0.7","172.217.166.174","TCP","54","1634  >  443 [ACK] Seq=1 Ack=91121 Win=260 Len=0"
"1182","5.453740","172.217.166.174","192.168.0.7","SSL","1414","Continuation Data"
"1183","5.493937","192.168.0.7","172.217.166.174","TCP","54","1634  >  443 [ACK] Seq=1 Ack=92481 Win=260 Len=0"
"1184","5.504803","172.217.166.174","192.168.0.7","SSL","1414","Continuation Data"
"1185","5.520042","172.217.160.174","192.168.0.7","UDP","106","443  >  55106 Len=64"
